,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name,Reordered Captain's name respelled,Original Captain's name,Vessel name corrected,Original Vessel name
688,Netherlands,1758-11-29T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan", Jan Tuijneman,,,
689,Netherlands,1761-03-10T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan", Jan Tuijneman,,,
690,Netherlands,1762-12-18T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan", Jan Tuijneman,,,
691,Netherlands,1762-12-18T00:00:00Z,Vrouw Johanna Cores,"Molder, Willem de", Willem de Molder,,,
692,Netherlands,1762-12-18T00:00:00Z,Vrouw Johanna Cores,"Breen, Pieter van", Pieter van Breen,,,
693,Netherlands,1764-12-30T00:00:00Z,Vrouw Johanna Cores,"Molder, Willem de", Willem de Molder,,,
694,Netherlands,1764-12-30T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan", Jan Sap,,,
695,Netherlands,1767-10-20T00:00:00Z,Vrouw Johanna Cores,"Mulders, David", David Mulders,,,
696,Netherlands,1767-10-20T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan", Jan Sap,,,
697,Netherlands,1769-11-04T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan", Jan Sap,,,
698,Netherlands,1772-02-08T00:00:00Z,Vrouw Johanna Cores,"Sap, Jan", Jan Sap,,,
699,Netherlands,1772-02-08T00:00:00Z,Vrouw Johanna Cores,"Tuijneman, Jan", Jan Tuijneman,,,
700,Netherlands,1772-02-08T00:00:00Z,Vrouw Johanna Cores,"Mellendags, Jacob", Jacob Mellendags,,,
701,Netherlands,,Waakzaamheid,"Rijst, Pieter", Pieter Rijst,,,
702,Netherlands,,Waakzaamheid,"Antheunissen, Jan", Jan Antheunissen,,,
703,Netherlands,,Waakzaamheid,"Antheunissen, Jan", Jan Antheunissen,,,
704,Netherlands,1774-08-12T00:00:00Z,Watergeus,"Chatelain, Adriaan", Adriaan Chatelain,,,
705,Netherlands,1776-12-26T00:00:00Z,Watergeus,"Chatelain, Adriaan", Adriaan Chatelain,,,
706,Netherlands,,Watergeus,"Chatelain, Adriaan", Adriaan Chatelain,,,
707,Netherlands,,Watergeus,"Loef, Cornelis", Cornelis Loef,,,
708,Netherlands,,Watervliet,"Winea, Dirk", Dirk Winea,,,
709,Netherlands,,Watervliet,"Winea, Dirk", Dirk Winea,,,
710,Netherlands,,Watervliet,"Jonker, Cornelis", Cornelis Jonker,,,
711,Netherlands,1770-02-15T00:00:00Z,Welmenende,"Haijen, Cornelis van", Cornelis van Haijen,,,
712,Netherlands,1771-07-04T00:00:00Z,Welmenende,"Haijen, Cornelis van", Cornelis van Haijen,,,
713,Netherlands,1774-01-28T00:00:00Z,Welmenende,"Haijen, Cornelis van", Cornelis van Haijen,,,
714,Netherlands,1774-01-28T00:00:00Z,Welmenende,"Michielsen, Olfert", Olfert Michielsen,,,
715,Netherlands,,Werkendam,"Loo, Jan van der", Jan van der Loo,,,
716,Netherlands,,Werkendam,,,,,
717,Netherlands,,Werkendam,,,,,
718,Netherlands,,Westcapelle,"Leger, Jan", Jan Leger,,,
719,Netherlands,,Westcapelle,"Leger, Jan", Jan Leger,,,
720,Netherlands,,Westcapelle,"Leger, Jan", Jan Leger,,,
721,Netherlands,,Westcapelle,"Moelaart, Gijsbrecht", Gijsbrecht Moelaart,,,
722,Netherlands,,Westindische Hoop,"Andriessen, Christiaan", Christiaan Andriessen,,,
723,Netherlands,1772-04-25T00:00:00Z,Westdorp,"Louwermans, F", F Louwermans,,,
724,Netherlands,,Weivliet,"Lamote, Cornelis", Cornelis Lamote,,,
725,Netherlands,,Weivliet,"Lamote, Cornelis", Cornelis Lamote,,,
726,Netherlands,,Weivliet,"Lamote, Cornelis", Cornelis Lamote,,,
727,Netherlands,,Willemina Aletta,"Sluijs, Jan van der", Jan van der Sluijs,,,
728,Netherlands,,Willemina Aletta,"Sluijs, Jan van der", Jan van der Sluijs,,,
729,Netherlands,1769-07-10T00:00:00Z,Willemina Aletta,"Clebo, Jan", Jan Clebo,,,
730,Netherlands,1770-11-16T00:00:00Z,Willemina Aletta,"Clebo, Jan", Jan Clebo,,,
731,Netherlands,,Willemina Aletta,"Clebo, Jan", Jan Clebo,,,
732,Netherlands,,Willemina Aletta,"Clebo, Jan", Jan Clebo,,,
733,Netherlands,,Willemina Aletta,"Fransen, Jacob", Jacob Fransen,,,
734,Netherlands,,Willem Alexander,"Cannel, Jan", Jan Cannel,,,
735,Netherlands,,Willem Alexander,"Cannel, Jan", Jan Cannel,,,
736,Netherlands,,Willem Alexander,"Cannel, Jan", Jan Cannel,,,
737,Netherlands,,Willem Alexander,"Macquee, Matheus", Matheus Macquee,,,
738,Netherlands,,Willem en Carolina,"Smit, Leijn de", Leijn de Smit,,,
739,Netherlands,,Willem en Carolina,"Smit, Leijn de", Leijn de Smit,,,
740,Netherlands,1754-05-18T00:00:00Z,Willem en Carolina,"Smit, Leijn de", Leijn de Smit,,,
741,Netherlands,,Willem en Carolina,"Smit, Leijn de", Leijn de Smit,,,
742,Netherlands,,Willem en Carolina,"Smit, Leijn de", Leijn de Smit,,,
743,Netherlands,,Wulpenburg,"Swart, Jan", Jan Swart,,,
744,Netherlands,,Wulpenburg,"Moor, Pieter de", Pieter de Moor,,,
745,Netherlands,1749-09-04T00:00:00Z,Wulpenburg,"Moor, Pieter de", Pieter de Moor,,,
746,Netherlands,,Wulpenburg,"Solomi, David", David Solomi,,,
747,Netherlands,,Wulpenburg,"Solomi, David", David Solomi,,,
748,Netherlands,,Wulpenburg,"Solomi, David", David Solomi,,,
749,Netherlands,1758-11-09T00:00:00Z,Wulpenburg,"Solomi, David", David Solomi,,,
750,Netherlands,,Wulpenburg,"Barends, Hans", Hans Barends,,,
751,Netherlands,,Wulpenburg,"Santleven, Hendrik", Hendrik Santleven,,,
752,Netherlands,1772-03-01T00:00:00Z,Wulpenburg,"Beekman, Pieter", Pieter Beekman,,,
753,Netherlands,1769-10-14T00:00:00Z,Zanggodin,"Sprang, Jan van", Jan van Sprang,,,
754,Netherlands,1771-08-23T00:00:00Z,Zanggodin,"Sprang, Jan van", Jan van Sprang,,,
755,Netherlands,1774-08-09T00:00:00Z,Zanggodin,"Hoff, Ibbe Hendrich", Ibbe Hendrich Hoff,,,
756,Netherlands,1785-06-28T00:00:00Z,Zeefortuin,"Baas, Isaac den", Isaac den Baas,,,
757,Netherlands,1785-06-28T00:00:00Z,Zeefortuin,"Muijen, Cornelis van", Cornelis van Muijen,,,
758,Netherlands,1789-04-19T00:00:00Z,Zeemercuur,"Kakom, Cornelis van", Cornelis van Kakom,,,
759,Netherlands,1793-04-19T00:00:00Z,Zeemercuur,"Zell, Georg Christoff", Georg Christoff Zell,,,
760,Netherlands,,Zeenimph,"Pieters, Carel", Carel Pieters,,,
761,Netherlands,1790-11-23T00:00:00Z,Zeenimph,"Pieters, Carel", Carel Pieters,,,
762,Netherlands,1793-07-04T00:00:00Z,Zeenimph,"Rietveld, Dirk", Dirk Rietveld,,,
763,Netherlands,,Zeeberg,"Kronkque, J", J Kronkque,,,
764,Netherlands,,Zeeberg,"Louijssen, Ernst", Ernst Louijssen,,,
765,Netherlands,,Zeeberg,"Louijssen, Ernst", Ernst Louijssen,,,
766,Netherlands,,Zeeberg,"Louijssen, Ernst", Ernst Louijssen,,,
767,Netherlands,,Zeeberg,"Louijssen, Ernst", Ernst Louijssen,,,
768,Netherlands,,Zeeberg,"Louijssen, Ernst", Ernst Louijssen,,,
769,Netherlands,,Zeelands Welvaren,"Jurriaansen, Hendrik", Hendrik Jurriaansen,,,
770,Netherlands,,Zeelands Welvaren,"Jurriaansen, Hendrik", Hendrik Jurriaansen,,,
771,Netherlands,,Zeelands Welvaren,"Jurriaansen, Hendrik", Hendrik Jurriaansen,,,
772,Netherlands,,Zeelands Welvaren,"Jacobs, A", A Jacobs,,,
773,Netherlands,,Zeelands Welvaren,"Woutman, Frederik", Frederik Woutman,,,
774,Netherlands,,Zeelands Welvaren,"Woutman, Frederik", Frederik Woutman,,,
775,Netherlands,,Zeelands Welvaren,"Woutman, Frederik", Frederik Woutman,,,
776,Netherlands,,Zeelands Welvaren,"Woutman, Frederik", Frederik Woutman,,,
777,Netherlands,,Zeelands Welvaren,"Woutman, Frederik", Frederik Woutman,,,
778,Netherlands,,Zeelands Welvaren,"Bakker, Johannes", Johannes Bakker,,,
779,Netherlands,,Zeelands Welvaren,"Makkers, Cornelis", Cornelis Makkers,,,
780,Netherlands,,Zeelands Welvaren,"Makkers, Cornelis", Cornelis Makkers,,,
781,Netherlands,,Zeeleeuw,"Galen, Josua van", Josua van Galen,,,
782,Netherlands,1792-08-31T00:00:00Z,Zeelust,"Mackaij, Anthony", Anthony Mackaij,,,
783,Netherlands,,Zeemire,"Langeraad, Jan van", Jan van Langeraad,,,
784,Netherlands,1792-02-15T00:00:00Z,Zeevrugt,"Post, Christiaan", Christiaan Post,,,
785,Netherlands,1778-08-24T00:00:00Z,Zorg,"Noordhoek, Johannes", Johannes Noordhoek,,,
786,Netherlands,,Zorg,"Wilton, Jan", Jan Wilton,,,
787,Netherlands,,Den Leum,Winkstern,Winkstern,,,
788,Netherlands,,Ter Vere,,,,,
789,Netherlands,,Posthoorn,,,,,
790,Netherlands,,Tonijn,,,,,
791,Netherlands,1645-03-15T00:00:00Z,Leeuwinne,,,,,
792,Netherlands,,Gulde Ree,,,,,
793,Netherlands,,Caritas,,,,,
794,Netherlands,,Grote Gerrit,,,,,
795,Netherlands,1644-06-24T00:00:00Z,Nieuw Enkhuizen,"Pomp, Dirk Gerritsz", Dirk Gerritsz Pomp,,,
796,Netherlands,,Zwarte Arend,,,,,
797,Netherlands,,Leeuwinne,,,,,
798,Netherlands,,Zeelandia,"Christoffels, Jan", Jan Christoffels,,,
799,Netherlands,,Utrecht,"Wouters, Hillebrandt", Hillebrandt Wouters,,,
800,Netherlands,,Noord Holland,"Jansen, Hermen", Hermen Jansen,,,
801,Netherlands,,Leeuwinne,"Lucifer, Pieter", Pieter Lucifer,,,
802,Netherlands,1643-03-22T00:00:00Z,Zwarte Arend,"Cornelisz, Cornelis", Cornelis Cornelisz,,,
803,Netherlands,,Kameel,,,,,
804,Netherlands,,Kat,,,,,
805,Netherlands,,Nassau,"Burch, Hendrick van der", Hendrick van der Burch,,,
806,Netherlands,,Gulde Ree,,,,,
807,Netherlands,,Matança,,,,,
808,Netherlands,,Ommelandia,,,,,
809,Netherlands,,Deventer,,,,,
810,Netherlands,,Leeuwinne,,,,,
811,Netherlands,,Zwarte Beer,,,,,
812,Netherlands,,Matança,,,,,
813,Netherlands,1641-12-10T00:00:00Z,Nassau,"Burch, Hendrick van der", Hendrick van der Burch,,,
814,Netherlands,1641-05-30T00:00:00Z,Wapen van Delft,"Danser, Simon den", Simon den Danser,,,
815,Netherlands,,Zwarte Arend,"Cornelisz, Cornelis", Cornelis Cornelisz,,,
816,Netherlands,,Amersfoort,"Stockman, Pieter", Pieter Stockman,,,
817,Netherlands,,Leeuwinne,,,,,
818,Netherlands,,Wapen van Delft,"Danser, Simon den", Simon den Danser,,,
819,Netherlands,,S Jan Baptist,,,,,
820,Netherlands,,Zwarte Arend,,,,,
821,Netherlands,,Caritas,"Wisse, Adriaan", Adriaan Wisse,,,
822,Netherlands,,Kameel,,,,,
823,Netherlands,,Bruinvis,,,,,
824,Netherlands,,Matança,,,,,
825,Netherlands,,Eendracht,,,,,
826,Netherlands,1639-12-16T00:00:00Z,S Pieter,,,,,
827,Netherlands,,Zeerobbe,,,,,
828,Netherlands,,Walcheren,,,,,
829,Netherlands,,Nassau,,,,,
830,Netherlands,,Eendracht,,,,,
831,Netherlands,,Leeuwinne,,,,,
832,Netherlands,,Eendracht,,,,,
833,Netherlands,,Nassau,,,,,
834,Netherlands,,Eendracht,,,,,
835,Netherlands,1638-01-27T00:00:00Z,Ter Tholen,,,,,
836,Netherlands,1638-01-27T00:00:00Z,Witte Leeuw,,,,,
837,Netherlands,,Halve Maan,,,,,
838,Netherlands,,Eendracht,,,,,
839,Netherlands,,Halve Maan,,,,,
840,Netherlands,,S Jan van Dort,,,,,
841,Netherlands,,Hoop,,,,,
842,Netherlands,,Kameel,,,,,
843,Netherlands,,Witte Paard,"Swart, Meijndert Lourensz", Meijndert Lourensz Swart,,,
844,Netherlands,,,"Duverne, Isaac", Isaac Duverne,,,
845,Netherlands,,Orpheus,"Jochemsz, Albert", Albert Jochemsz,,,
846,Netherlands,,,,,,,
847,Netherlands,,S Michiel,,,,,
848,Netherlands,,S Pieter,,,,,
849,Netherlands,,Maagd van Enkhuizen,,,,,
850,Netherlands,,Mooriaan,"Hes, Jacob", Jacob Hes,,,
851,Netherlands,1643-08-12T00:00:00Z,Mooriaan,"Slijckman, Crijnsen", Crijnsen Slijckman,,,
852,Netherlands,1643-09-11T00:00:00Z,Walcheren,"Wouters, Bartolomeus", Bartolomeus Wouters,,,
853,Netherlands,1643-11-23T00:00:00Z,Grote Gerrit,,,,,
854,Netherlands,1643-12-06T00:00:00Z,Portier,,,,,
855,Netherlands,1643-12-08T00:00:00Z,Brak,,,,,
856,Netherlands,,Leiderdorp,"Jansz, Abraham", Abraham Jansz,,,
857,Netherlands,1644-07-20T00:00:00Z,Goude Leeuw,,,,,
858,Netherlands,,Leiden,,,,,
859,Netherlands,,Utrecht,,,,,
860,Netherlands,,Soutelande,,,,,
861,Netherlands,,Overijsel,,,,,
862,Netherlands,1645-12-17T00:00:00Z,Heemstee,,,,,
863,Netherlands,1639-04-02T00:00:00Z,S Michiel,,,,,
864,Netherlands,,Leiden,"Clasen, Jan", Jan Clasen,,,
865,Netherlands,,Diemen,,,,,
866,Netherlands,,Hazewind,"Adriaanse, Adriaan (?)", Adriaan (?) Adriaanse,,,
867,Netherlands,,Loanda,,,,,
868,Netherlands,,Haan,,,,,
869,Netherlands,,Henderson,,,,,
870,Netherlands,,Leiden,"Kock, Jan Claesz", Jan Claesz Kock,,,
871,Netherlands,1642-01-24T00:00:00Z,Overijsel,"Langman, Claes Arentsen", Claes Arentsen Langman,,,
872,Netherlands,,Groningen,,,,,
873,Netherlands,,Eendracht,"Jansen, Matheus", Matheus Jansen,,,
874,Netherlands,1642-09-17T00:00:00Z,Mauritius,,,,,
875,Netherlands,1642-09-17T00:00:00Z,Prinses,,,,,
876,Netherlands,,Grote Gerrit,"Rooper, Marcus Jansz", Marcus Jansz Rooper,,,
877,Netherlands,,Wapen van Dort,,,,,
878,Netherlands,,Burcht van Coevorden,,,,,
879,Netherlands,,Regenboog,"Goes, Philip Adriaensz van der", Philip Adriaensz van der Goes,,,
880,Netherlands,,Bruinvis,"Bruininck, Jacob Claesz", Jacob Claesz Bruininck,,,
881,Netherlands,,Brak,"Hermansz, Hermen", Hermen Hermansz,,,
882,Netherlands,1643-06-10T00:00:00Z,Graaf Henrick,"Donnel, Dirck Janssen", Dirck Janssen Donnel,,,
883,Netherlands,1644-02-10T00:00:00Z,Liefde,,,,,
884,Netherlands,,Caritas,,,,,
885,Netherlands,,Hollandia,,,,,
886,Netherlands,,Overijsel,Jol,Jol,,,
887,Netherlands,,Brak,"Hermansz, Hermen", Hermen Hermansz,,,
888,Netherlands,,Zwaan,,,,,
889,Netherlands,,Witte Hoop,,,,,
890,Netherlands,,Loanda,,,,,
891,Netherlands,,Brak,,,,,
892,Netherlands,,Overijsel,,,,,
893,Netherlands,,Rode Hert,,,,,
894,Netherlands,,Grote Gerrit,,,,,
895,Netherlands,,Caritas,,,,,
896,Netherlands,,Vlucht,,,,,
897,Netherlands,,Saijer,,,,,
898,Netherlands,,Fortuin,"Boer, Cornelis Jansz", Cornelis Jansz Boer,,,
899,Netherlands,,,"Fidalo, Afonso", Afonso Fidalo,,,
900,Netherlands,,Liefde,"Juist, Cornelis Ewoutsz", Cornelis Ewoutsz Juist,,,
901,Netherlands,,Rode Leeuw,"Centen, Jan", Jan Centen,,,
902,Netherlands,,Bontekoe,"Walichsz, Outgert", Outgert Walichsz,,,
903,Netherlands,,Gele Zon (a) Sol,"Spierdijk, Barend Claesz", Barend Claesz Spierdijk,,Gele Zon , Sol
904,Netherlands,,Gele Zon (a) Sol,"Rodriguez, Enrique", Enrique Rodriguez,,Gele Zon , Sol
905,Netherlands,,Gele Zon (a) Sol,"Jansen, Bernabé", Bernabé Jansen,,Gele Zon , Sol
906,Netherlands,1653-04-11T00:00:00Z,Gele Engel (a) Engel Gabriel,"Engel, Claes Jansz den (a) de Guijt", Claes Jansz den Engel,de Guijt,Gele Engel , Engel Gabriel
907,Netherlands,1657-04-12T00:00:00Z,Zwarte Leeuw,"Hoorn, Jan Pietersz", Jan Pietersz Hoorn,,,
908,Netherlands,,S Pieter,"Dircksz, Jacob", Jacob Dircksz,,,
909,Netherlands,,S Pieter,"Alvares, Rodrigo", Rodrigo Alvares,,,
910,Netherlands,,Witte Paert,"Spaens, Pieter Jacobsz", Pieter Jacobsz Spaens,,,
911,Netherlands,1658-12-11T00:00:00Z,Moor,"Hendricksz, Dirk", Dirk Hendricksz,,,
912,Netherlands,1657-04-17T00:00:00Z,Zwarte Dubbele Arend,"Pietersz, Claes", Claes Pietersz,,,
913,Netherlands,,Fortuin,"Cornelisz, Govert", Govert Cornelisz,,,
914,Netherlands,1660-03-04T00:00:00Z,Grote Coer (a) Pietas,"Jacobsz, Arent", Arent Jacobsz,,Grote Coer , Pietas
915,Netherlands,1660-03-04T00:00:00Z,Grote Coer (a) Pietas,"Crava, Andries", Andries Crava,,Grote Coer , Pietas
916,Netherlands,1659-02-17T00:00:00Z,Boodschap Maria,"Lonck, Pieter Cornelisz", Pieter Cornelisz Lonck,,,
917,Netherlands,1659-02-17T00:00:00Z,S Franciscus,"Sem, Gerrit Jansz", Gerrit Jansz Sem,,,
918,Netherlands,1660-05-17T00:00:00Z,S Jan,"Willemsz, Nicolaes", Nicolaes Willemsz,,,
919,Netherlands,1660-05-17T00:00:00Z,S Jan,"Zeeman, Pieter", Pieter Zeeman,,,
920,Netherlands,,Ridder S Joris,"Roem, Volkert Claasz", Volkert Claasz Roem,,,
921,Netherlands,,Ridder S Joris,"Backer, Claas Willemsz", Claas Willemsz Backer,,,
922,Netherlands,,Rebecca,"Vos, Andries Claesz", Andries Claesz Vos,,,
923,Netherlands,,Zwarte Arend,"Straetjer, Jacob Jacobsz", Jacob Jacobsz Straetjer,,,
924,Netherlands,1659-12-20T00:00:00Z,Eikenboom,"Eikenboom, Jan Jansz", Jan Jansz Eikenboom,,,
925,Netherlands,1664-07-08T00:00:00Z,Liefde,"Berg, Jacob Jansen van de (a) Japon", Jacob Jansen van de Berg,Japon,,
926,Netherlands,,Aletta,"Arel, Jan Jansz van", Jan Jansz van Arel,,,
927,Netherlands,,Goude Tijger,"Harmensz, Govert", Govert Harmensz,,,
928,Netherlands,1668-07-27T00:00:00Z,Verstoorde Leeuw,"Cleijn, Evert Mathijsz", Evert Mathijsz Cleijn,,,
929,Netherlands,,S Catharina,"Collomby, Anthony", Anthony Collomby,,,
930,Netherlands,,S Catharina,"Clariz, Joseph", Joseph Clariz,,,
931,Netherlands,,Europa,"Goijer, Adriaen Claesz", Adriaen Claesz Goijer,,,
932,Netherlands,,Europa,"Pieters, Neeltje", Neeltje Pieters,,,
933,Netherlands,,Vrede,"Anker, Cornelis van den", Cornelis van den Anker,,,
934,Netherlands,,Hoop,"Meijndertse, Ide", Ide Meijndertse,,,
935,Netherlands,,Goede Verwachting,Croese,Croese,,,
936,Netherlands,1803-05-13T00:00:00Z,Aurora,"Vliet, van", van Vliet,,,
937,Netherlands,1663-04-28T00:00:00Z,Wapen van Amsterdam,"Nuchteren, Jan Gerritsen", Jan Gerritsen Nuchteren,,,
938,Netherlands,1663-04-28T00:00:00Z,Wapen van Amsterdam,"Ridder, Paulus Heijn", Paulus Heijn Ridder,,,
939,Netherlands,,Gideon,"Gilde, Sijmon Cornelisz", Sijmon Cornelisz Gilde,,,
940,Netherlands,,Vrijheid,,,,,
941,Netherlands,,,,,,,
942,Netherlands,,Witte Eenhoorn,"Sijmonsz, Pieter", Pieter Sijmonsz,,,
943,Netherlands,,Publicola,"Bel, Jacob van", Jacob van Bel,,,
944,Netherlands,1676-10-28T00:00:00Z,Beurs van Amsterdam,,,,,
945,Netherlands,1677-02-16T00:00:00Z,Huis ter Laan,"Balck, Jan Jacobsz", Jan Jacobsz Balck,,,
946,Netherlands,1677-02-16T00:00:00Z,Huis ter Laan,"Pietersz, Reijer", Reijer Pietersz,,,
947,Netherlands,,Constantia,"Turner, Ephraim", Ephraim Turner,,,
948,Netherlands,,Africa,,,,,
949,Netherlands,,Noordstar,"Willemsz, Gerbrant", Gerbrant Willemsz,,,
950,Netherlands,,Noordstar,"Uijterwijk, Cornelis", Cornelis Uijterwijk,,,
951,Netherlands,,Wapen van Zierikzee,"Willemsen, Marinus", Marinus Willemsen,,,
952,Netherlands,,Kasteel van Curaçao,"Jansz, Huijbert", Huijbert Jansz,,,
953,Netherlands,,Kasteel Delmina,"Schepmoes, Abraham", Abraham Schepmoes,,,
954,Netherlands,1680-04-20T00:00:00Z,Aletta,"Jansz, Huijbert", Huijbert Jansz,,,
955,Netherlands,,Sphaera Mundi,"Metaleman, Willem", Willem Metaleman,,,
956,Netherlands,1680-10-24T00:00:00Z,Moriaans Hoofd,"Bonte, Daniel de", Daniel de Bonte,,,
957,Netherlands,,Geertruid,"Star, Gerrit", Gerrit Star,,,
958,Netherlands,,Rebecca,,,,,
959,Netherlands,1680-08-22T00:00:00Z,Jupiter,"Mondt, Jochem Claasz", Jochem Claasz Mondt,,,
960,Netherlands,,Rotterdam,,,,,
961,Netherlands,,Isabella,"Thomasz, Frederick", Frederick Thomasz,,,
962,Netherlands,1681-01-21T00:00:00Z,Koopman,,,,,
963,Netherlands,,Eendracht,"Arel, Jan van", Jan van Arel,,,
964,Netherlands,,Wildeman,"Hoven, Frederik Frederiksz van", Frederik Frederiksz van Hoven,,,
965,Netherlands,,Elisabeth,"Domer, Claas Pietersz", Claas Pietersz Domer,,,
966,Netherlands,1681-02-28T00:00:00Z,S Jan Baptist,"Broers, Hendrik", Hendrik Broers,,,
967,Netherlands,,Ruiter,"Graf, Jan Sijmensz van", Jan Sijmensz van Graf,,,
968,Netherlands,,S Pieter,,,,,
969,Netherlands,,Europa,"Roelofsz, Laurens", Laurens Roelofsz,,,
970,Netherlands,,Gideon,"Fles, Lucas van der", Lucas van der Fles,,,
971,Netherlands,,Geertruid,"Star, Gerrit", Gerrit Star,,,
972,Netherlands,,Geertruid,"Krijgsman, Hendrick Jansz", Hendrick Jansz Krijgsman,,,
973,Netherlands,,Wapen van Zierikzee,"Ens, Jacob Jansen", Jacob Jansen Ens,,,
974,Netherlands,,Huis Nassau,,,,,
975,Netherlands,,Elisabeth,"Stolck, Arent Gijsen van der", Arent Gijsen van der Stolck,,,
976,Netherlands,,Poelwijk,,,,,
977,Netherlands,,S Pieter,"Blom, Andries", Andries Blom,,,
978,Netherlands,,Hester,"Visser, Jacob Corsz", Jacob Corsz Visser,,,
979,Netherlands,,Parel,"Kock, Dirck Willemsz", Dirck Willemsz Kock,,,
980,Netherlands,,Hollandse Tuin,"Wiltschut, Thomas", Thomas Wiltschut,,,
981,Netherlands,,S Pieter,"Verver, Cornelis", Cornelis Verver,,,
982,Netherlands,,Africa,"Thomasz, Frederick", Frederick Thomasz,,,
983,Netherlands,,S Jan,"Stolck, Arent Gijsen van der", Arent Gijsen van der Stolck,,,
984,Netherlands,,Prins Wapen,"Keuvel, Steven", Steven Keuvel,,,
985,Netherlands,,Goude Leeuw,,,,,
986,Netherlands,,Parel,"Langhman, Nicolaes", Nicolaes Langhman,,,
987,Netherlands,,Vrije Zee,"Adriaansz, Wijloff", Wijloff Adriaansz,,,
988,Netherlands,,Elmina,"Gerritsz, Jan", Jan Gerritsz,,,
989,Netherlands,,Pijnenburg,"Schepmoes, Abraham", Abraham Schepmoes,,,
990,Netherlands,,Vliegende Faam,"Dijk, Leendert Joosten van", Leendert Joosten van Dijk,,,
991,Netherlands,,Eva Maria,"Kagias, Nanningh", Nanningh Kagias,,,
992,Netherlands,,Rachel,"IJpersz, Doede", Doede IJpersz,,,
993,Netherlands,,Kroonvogel,"Bot, Pieter Jansz", Pieter Jansz Bot,,,
994,Netherlands,1698-11-12T00:00:00Z,Postillion,"Thomasz, Frederick", Frederick Thomasz,,,
995,Netherlands,,Pijnenburg,,,,,
996,Netherlands,,Rachel,"Roem, Sijmon Jaspersz", Sijmon Jaspersz Roem,,,
997,Netherlands,,Margarita Catharina,"Knoppeldoeck, Jacob Pietersz", Jacob Pietersz Knoppeldoeck,,,
998,Netherlands,,Emmenes,"Belle, Pieter", Pieter Belle,,,
999,Netherlands,,Emmenes,"Sitter, Jan de", Jan de Sitter,,,
1000,Netherlands,,Meijnden,"Louw, Claas Cornelis", Claas Cornelis Louw,,,
1001,Netherlands,,Tijger,"Sas, Jurriaan", Jurriaan Sas,,,
1002,Netherlands,,Fruitberg,"Goons, Hendrik", Hendrik Goons,,,
1003,Netherlands,,'s-Graveland,"Parre, Adriaan van der", Adriaan van der Parre,,,
1004,Netherlands,,Groot Bentvelt,"Houthuijs, Dirk", Dirk Houthuijs,,,
1005,Netherlands,1735-01-03T00:00:00Z,Steenhuizen,"Graan, Andries", Andries Graan,,,
1006,Netherlands,1672-01-27T00:00:00Z,America,"Harder, Hendrik de", Hendrik de Harder,,,
1007,Netherlands,,America,"Graef, Jacob Aldertsz", Jacob Aldertsz Graef,,,
1008,Netherlands,,Graaf van Buren,,,,,
1009,Netherlands,,Margareta en Christina,,,,,
1010,Netherlands,,Prinses Carolina,,,,,
1011,Netherlands,,Graaf van Buren,,,,,
1012,Netherlands,,Surinaams Welvaren,,,,,
1013,Netherlands,,Rebecca,"Vertolen, Andries Cornelis", Andries Cornelis Vertolen,,,
1014,Netherlands,,Maria,"Turner, Ephraim", Ephraim Turner,,,
1015,Netherlands,,Europa,"Mondt, Jochem Claasz", Jochem Claasz Mondt,,,
1016,Netherlands,,Koningin Hester,"Oldenburg, Dirck Jansz van", Dirck Jansz van Oldenburg,,,
1017,Netherlands,,S Maria,"Buijsman, Marten Claesz", Marten Claesz Buijsman,,,
1018,Netherlands,,S Jan Baptist,"Lens, Christoffel", Christoffel Lens,,,
1019,Netherlands,,Hoop,"Harder, Hendrik de", Hendrik de Harder,,,
1020,Netherlands,,Vergulde Zon,"Stoffelsen, Willem Jan", Willem Jan Stoffelsen,,,
1021,Netherlands,,Jonge Prins Willem,"Moor, Gijsbert de", Gijsbert de Moor,,,
1022,Netherlands,,S Catharina,"Lens, Christoffel", Christoffel Lens,,,
1023,Netherlands,,S Franciscus,"Anker, Cornelis van den", Cornelis van den Anker,,,
1024,Netherlands,1670-05-07T00:00:00Z,Huis ter Laan,"Aggesz, Cornelis", Cornelis Aggesz,,,
1025,Netherlands,,Verstoorde Leeuw,"Cleijn, Evert Mathijsz", Evert Mathijsz Cleijn,,,
1026,Netherlands,,Visser,"Kempsen, Frans", Frans Kempsen,,,
1027,Netherlands,,Phenix,"Verwer, Reijer Pietersen", Reijer Pietersen Verwer,,,
1028,Netherlands,,Jupiter,"Voogt, Barent Harmensz", Barent Harmensz Voogt,,,
1029,Netherlands,1664-01-06T00:00:00Z,Gekroonde Bril,"Victol, Cornelis Cornelisz", Cornelis Cornelisz Victol,,,
1030,Netherlands,,Land van Belofte,,,,,
1031,Netherlands,,Drie Koningen,"Kerckhove, Melchior van den", Melchior van den Kerckhove,,,
1032,Netherlands,,Drie Koningen,"Veken, Johan van der", Johan van der Veken,,,
1033,Netherlands,,,,,,,
1034,Netherlands,,Overwinning van Rijssel,Vele,Vele,,,
